time,data,Grams,Newtons,multiplier,offset
61569,-480288,28.08032,,0.00111,561.2
61653,-479878,28.53542,,0.00111,561.2
61738,-480321,28.04369,,0.00111,561.2
61822,-480441,27.91049,,0.00111,561.2
61906,-480494,27.85166,,0.00111,561.2
61990,-480646,27.68294,,0.00111,561.2
62074,-480695,27.62855,,0.00111,561.2
62159,-480711,27.61079,,0.00111,561.2
62243,-480780,27.5342,,0.00111,561.2
62327,-479092,29.40788,,0.00111,561.2
62411,-477203,31.50467,,0.00111,561.2
62495,-498110,8.2979,,0.00111,561.2
62579,-515324,-10.80964,,0.00111,561.2
62664,-516710,-12.3481,,0.00111,561.2
62748,-516729,-12.36919,,0.00111,561.2
62832,-516765,-12.40915,,0.00111,561.2
62916,-516733,-12.37363,,0.00111,561.2
63000,-516737,-12.37807,,0.00111,561.2
63085,-516748,-12.39028,,0.00111,561.2
63169,-516740,-12.3814,,0.00111,561.2
63253,-516748,-12.39028,,0.00111,561.2
63337,-516752,-12.39472,,0.00111,561.2
63421,-516735,-12.37585,,0.00111,561.2
63505,-516706,-12.34366,,0.00111,561.2
63590,-516700,-12.337,,0.00111,561.2
63674,-516715,-12.35365,,0.00111,561.2
63758,-516748,-12.39028,,0.00111,561.2
63842,-516750,-12.3925,,0.00111,561.2
63926,-516726,-12.36586,,0.00111,561.2
64010,-516706,-12.34366,,0.00111,561.2
64095,-516783,-12.42913,,0.00111,561.2
64179,-516771,-12.41581,,0.00111,561.2
64263,-516771,-12.41581,,0.00111,561.2
64347,-516798,-12.44578,,0.00111,561.2
64431,-516749,-12.39139,,0.00111,561.2
64516,-516747,-12.38917,,0.00111,561.2
64600,-516776,-12.42136,,0.00111,561.2
64684,-516800,-12.448,,0.00111,561.2
64768,-516814,-12.46354,,0.00111,561.2
64852,-516798,-12.44578,,0.00111,561.2
64936,-516796,-12.44356,,0.00111,561.2
65021,-516810,-12.4591,,0.00111,561.2
65105,-516853,-12.50683,,0.00111,561.2
65189,-516868,-12.52348,,0.00111,561.2
65273,-516889,-12.54679,,0.00111,561.2
65357,-516931,-12.59341,,0.00111,561.2
65442,-516927,-12.58897,,0.00111,561.2
65526,-516883,-12.54013,,0.00111,561.2
